,Unnamed: 0,2018rank,City,State[c],2018estimate,2010Census,Total Area (sqmi),Location,Website,Zipcode,Description
77,77,78,Jersey City, New Jersey,265549,247597,14.8 sq mi,40°42′41″N 74°03′53″W﻿ / ﻿40.7114°N 74.0648°W﻿ / 40.7114; -74.0648﻿ ,http://www.jerseycitynj.gov,"07097, 07302-07308, 07310-07311[24]",Jersey City is the second most populous city in the U S  state of New Jersey  after Newark [29] It is the seat of Hudson County as well as the county's largest city [30] As of 2018  the Census Bureau's Population Estimates Program calculated that Jersey City's population was 265 549 [22] with the largest population increase of any municipality in New Jersey since 2010 [31] an increase of about 9 4  from the 2010 United States Census  when the city's population was at 247 597  [21][32] ranking the city the 78th most populous in the nation [33]Part of the New York metropolitan area  Jersey City is bounded on the east by the Hudson River and Upper New York Bay and on the west by the Hackensack River and Newark Bay  A port of entry  with 30 7 miles  49 4 km  of waterfront[34] and extensive rail infrastructure and connectivity  the city is an important transportation terminus and distribution and manufacturing center for the Port of New York and New Jersey  Jersey City shares significant mass transit connections with Manhattan [35][36] Redevelopment of the Jersey City waterfront has made the city one of the largest centers of banking and finance in the United States and has led to the district being nicknamed Wall Street West [37]
78,78,79,St. Petersburg, Florida,265098,244769,61.8 sq mi,27°45′43″N 82°38′39″W﻿ / ﻿27.7620°N 82.6441°W﻿ / 27.7620; -82.6441﻿ ,https://www.stpete.org/,"33701, 33702, 33703, 33704, 33705, 33710, 33712-33713, 33715[5]",St  Petersburg is a city in Pinellas County  Florida  United States  As of the 2015 census estimate  the population was 257 083 [3] making it the fifth most populous city in Florida and the largest in the state that is not a county seat  the city of Clearwater is the seat of Pinellas County  [8]St  Petersburg is the second largest city in the Tampa Bay Area  after Tampa  Together with Clearwater  these cities comprise the Tampa–St  Petersburg–Clearwater Metropolitan Statistical Area  the second largest in Florida with a population of around 2 8 million [9] St  Petersburg is located on the Pinellas peninsula between Tampa Bay and the Gulf of Mexico  and is connected to mainland Florida to the north [10]
79,79,80,Laredo, Texas,261639,236091,101.1 sq mi,27°33′37″N 99°29′21″W﻿ / ﻿27.5604°N 99.4892°W﻿ / 27.5604; -99.4892﻿ ,http://www.laredotexas.gov/,"78040–78046, 78049",Laredo   ləˈreɪdoʊ  lə RAY doh  Spanish: [laˈɾeðo]  is a city in and the county seat of Webb County  Texas  United States  on the north bank of the Rio Grande in South Texas  across from Nuevo Laredo  Tamaulipas  Mexico  Laredo has the distinction of flying seven flags  the Flag of the Republic of the Rio Grande  which is now the flag of the city  in addition to the Six Flags of Texas   Founded in 1755  Laredo grew from a village to the capital of the brief Republic of the Rio Grande to the largest inland port on the Mexico–United States border  Laredo's economy is based on international trade with Mexico  Many major transportation companies have a facility in Laredo  The city is on the southern end of I 35 which makes it close to the manufacturers in northern Mexico   It has four international bridges and one railway bridge According to the 2010 census  the city population was 236 091  making it the tenth most populous city in the state of Texas and third most populated on the Mexico–United States border  after San Diego  California  and El Paso  Texas [3] Its metropolitan area is the 178th largest in the U S  and includes all of Webb County  with a population of 250 304 [3] Laredo is also part of the cross border Laredo Nuevo Laredo Metropolitan Area with an estimated population of 636 516 [4]Because Laredo is 95 6 percent Hispanic and Latino  it is one of the least ethnically diverse cities in the United States  When economic diversity  household diversity  and social class diversity are considered  Laredo is rated the 19th least diverse city overall out of the 313 largest cities in the nation [5]
80,80,81,Madison, Wisconsin,258054,233209,77.0 sq mi,43°05′16″N 89°25′48″W﻿ / ﻿43.0878°N 89.4299°W﻿ / 43.0878; -89.4299﻿ ,http://cityofmadison.com,0,Madison is the capital of the U S  state of Wisconsin and the seat of Dane County  As of July 1  2017  Madison's estimated population of 255 214[4] made it the second largest city in Wisconsin by population  after Milwaukee  and the 82nd largest in the United States  The city forms the core of the Madison Metropolitan Area which includes Dane County and neighboring Iowa  Green  and Columbia counties for a population of 654 230 Located on an isthmus between Lake Mendota and Lake Monona  the city is home to the University of Wisconsin–Madison  the Wisconsin State Capitol  Henry Vilas Zoo  lakes  and an extensive network of parks and bike trails  Madison has historically been a location for political activity  protests  and demonstrations [5][6][7]
81,81,82,Chandler, Arizona,257165,236123,64.9 sq mi,33°16′58″N 111°51′18″W﻿ / ﻿33.2829°N 111.8549°W﻿ / 33.2829; -111.8549﻿ ,http://www.chandleraz.gov,0,Chandler is a city in Maricopa County  Arizona  United States  and a prominent suburb of the Phoenix  Arizona  Metropolitan Statistical Area  MSA   It is bordered to the north and west by Tempe  to the north by Mesa  to the west by Phoenix  to the south by the Gila River Indian Community  and to the east by Gilbert  As of 2017  the population was estimated at 253 458 according to the United States Census Bureau [4]In 1891  Dr  Alexander John Chandler  the first veterinary surgeon in Arizona Territory  settled on a ranch south of Mesa  studying irrigation engineering  By 1900  he had acquired 18 000 acres  73 km2  of land  and began drawing up plans for a townsite on what was then known as the Chandler Ranch  The townsite office opened on May 17  1912  the same year that Chandler High School was established [5] The townsite was bounded by Galveston Street on the north  Frye Road on the south  Hartford Street on the west  and Hamilton Street on the east [6] By 1913  a town center had become established  featuring the Hotel San Marcos  the first golf resort in the state 
82,82,83,Buffalo, New York,256304,261310,40.4 sq mi,42°53′33″N 78°51′35″W﻿ / ﻿42.8925°N 78.8597°W﻿ / 42.8925; -78.8597﻿ ,http://www.city-buffalo.com/,0,Buffalo is the second largest city in the U S  state of New York and the largest city in Western New York  As of 2017[update]  the population was 258 612  The city is the county seat of Erie County and a major gateway for commerce and travel across the Canada–United States border  forming part of the bi national Buffalo Niagara Region The Buffalo area was inhabited before the 17th century by the Native American Iroquois tribe and later by French settlers  The city grew significantly in the 19th and 20th centuries as a result of immigration  the construction of the Erie Canal and rail transportation  and its close proximity to Lake Erie  This growth provided an abundance of fresh water and an ample trade route to the Midwestern United States while grooming its economy for the grain  steel and automobile industries that dominated the city's economy in the 20th century  Since the city's economy relied heavily on manufacturing  deindustrialization in the latter half of the 20th century led to a steady decline in population  While some manufacturing activity remains  Buffalo's economy has transitioned to service industries with a greater emphasis on healthcare  research and higher education  which emerged following the Great Recession 
83,83,84,Lubbock, Texas,255885,229573,124.6 sq mi,33°33′56″N 101°53′12″W﻿ / ﻿33.5656°N 101.8867°W﻿ / 33.5656; -101.8867﻿ ,http://www.ci.lubbock.tx.us,"79401-79416, 79423, 79424, 79430, 79452, 79453, 79457, 79464, 79490, 79491, 79493, 79499","Lubbock   ˈlʌbək  LUB ək [6]is the 11th most populous city in the U S  state of Texas and the county seat of Lubbock County  With a population of 256 042 in 2015  the city is also the 83rd most populous in the United States [2][7] The city is in the northwestern part of the state  a region known historically and geographically as the Llano Estacado  and ecologically is part of the southern end of the High Plains  lying at the economic center of the Lubbock metropolitan area  which has a projected 2020 population of 327 424 [8]Lubbock's nickname  ""Hub City""  derives from it being the economic  educational  and health care hub of the multicounty region  north of the Permian Basin and south of the Texas Panhandle  commonly called the South Plains [9] The area is the largest contiguous cotton growing region in the world[10][11] and is heavily dependent on water from the Ogallala Aquifer for irrigation  CNNMoney com selected Lubbock as the 12th best place to start a small business [12] CNN mentioned the city's traditional business atmosphere: low rent for commercial space  central location  and cooperative city government  Lubbock is home to Texas Tech University  the sixth largest college by enrollment in the state  Lubbock High School has been recognized for three consecutive years by Newsweek as one of the top high schools in the United States  based in part on its international baccalaureate program [13]"
84,84,85,Scottsdale, Arizona,255310,217385,183.9 sq mi,33°41′03″N 111°51′40″W﻿ / ﻿33.6843°N 111.8611°W﻿ / 33.6843; -111.8611﻿ ,http://www.scottsdaleaz.gov,85250–85271,"Scottsdale is a city in the eastern part of Maricopa County  Arizona  United States  part of the Greater Phoenix Area  Named Scottsdale in 1894 after its founder Winfield Scott  a retired U S  Army chaplain  the city was incorporated in 1951 with a population of 2 000  The 2015 population of the city was estimated to be 236 839 according to the U S  Census Bureau [5] The New York Times described downtown Scottsdale as ""a desert version of Miami's South Beach"" and as having ""plenty of late night partying and a buzzing hotel scene ""[6] Its slogan is ""The West's Most Western Town ""[7]Scottsdale  31 miles long and 11 4 miles wide at its widest point  shares boundaries with many other municipalities and entities  On the west  Scottsdale is bordered by Phoenix  Paradise Valley and unincorporated Maricopa County land  Carefree is located along the western boundary  as well as sharing Scottsdale's northern boundary with the Tonto National Forest  To the south Scottsdale is bordered by Tempe  The southern boundary is also occupied by the Salt River Pima Maricopa Indian Community  which extends along the eastern boundary  which also borders Fountain Hills  the McDowell Mountain Regional Park and more unincorporated Maricopa County land [8]"
85,85,86,Reno, Nevada,250998,225221,107.3 sq mi,39°32′57″N 119°51′00″W﻿ / ﻿39.5491°N 119.8499°W﻿ / 39.5491; -119.8499﻿ ,http://reno.gov,89500-89599,"Reno   ˈriːnoʊ  REE noh  is a city in the U S  state of Nevada  located in the northwestern part of the state  approximately 22 miles  35 km  from Lake Tahoe  Known as ""The Biggest Little City in the World"" [2] Reno is known for its casino industry  Reno is the county seat of Washoe County  The city sits in a high desert river valley at the foot of the Sierra Nevada and its downtown area  along with Sparks  occupies a valley informally known as the Truckee Meadows  The city is named after Union Major General Jesse L  Reno  who was killed in action during the American Civil War at the Battle of South Mountain on Fox's Gap Reno  with an estimated population of 248 853 as of 2017  is the fourth most populous city in Nevada after Las Vegas  Henderson  and North Las Vegas  all three of those cities being part of the Las Vegas metropolitan area [3] Reno is the most populous city in the state outside of the Las Vegas metropolitan area  Reno is part of the Reno–Sparks metropolitan area which consists of all of Washoe and Storey counties [4]"
86,86,87,Glendale, Arizona,250702,226721,59.1 sq mi,33°31′59″N 112°11′24″W﻿ / ﻿33.5331°N 112.1899°W﻿ / 33.5331; -112.1899﻿ ,http://www.glendaleaz.com,0,Glendale  ˈɡlɛndeɪl  is a city in Maricopa County  Arizona  United States  located about nine miles  14 km  northwest from Downtown Phoenix  According to the 2017 U S  Census estimates  the population of the city is 246 709 [3]In the late 1800s what is now known as Glendale  Arizona  was all desert  William John Murphy  a native of New Hartford  New York  who resided in the town of Flagstaff in what was then known as the territory of Arizona  was in charge of building a 40 mile long  64 km  Arizona Canal from Granite Reef to New River for the Arizona Canal Company  In 1885  he completed the canal  which would bring water to the desert land [5] Murphy was deep in debt  since he had agreed to be paid in Arizona Canal Company stock and bonds and land instead of cash [6]
87,87,88,Gilbert[q], Arizona,248279,208453,68.0 sq mi,33°18′37″N 111°44′35″W﻿ / ﻿33.3103°N 111.7431°W﻿ / 33.3103; -111.7431﻿ ,http://www.gilbertaz.gov,"85233, 85234, 85295-85298","Gilbert is a town in Maricopa County  Arizona  United States  located southeast of Phoenix  within the Phoenix metropolitan area  Once known as the ""Hay Shipping Capital of the World"" [5] It is the sixth largest municipality in Arizona  and the fifth largest in the Metropolitan Phoenix Area Gilbert encompasses 76 square miles  197 km2  and has made a rapid transformation from an agriculture based community to an economically diverse suburban center located in the southeast valley of the Greater Phoenix area  In the last three decades  Gilbert has grown at an extremely high rate  increasing in population from 5 717 in 1980 to 208 453 as of the 2010 census  The town grew at an average annual growth rate of nearly 13  during this 30 year period  In 2017  the town's population was estimated to be at 242 354  "
88,88,89,Winston–Salem, North Carolina,246328,229617,132.5 sq mi,36°06′10″N 80°15′40″W﻿ / ﻿36.1027°N 80.2610°W﻿ / 36.1027; -80.2610﻿ ,http://www.cityofws.org,0,"Winston Salem is a city in and the county seat of Forsyth County  North Carolina  United States [5] With a 2019 estimated population of 251 907 it is the second largest municipality in the Piedmont Triad region  the fifth most populous city in North Carolina  and the eighty ninth most populous city in the United States [2] With a metropolitan population of 676 673 it is the fourth largest metropolitan area in North Carolina and is expected to keep that fourth spot for many more years  Winston Salem is home to the tallest office building in the region  100 North Main Street  formerly the Wachovia Building and now known locally as the Wells Fargo Center Winston Salem is called the ""Twin City"" for its dual heritage and ""City of the Arts and Innovation"" for its dedication to fine arts and theater and technological research  ""Camel City"" is a reference to the city's historic involvement in the tobacco industry related to locally based R  J  Reynolds Tobacco Company's Camel cigarettes  Many locals refer to the city as ""Winston"" in informal speech  Another nickname  ""the Dash "" comes from the dash in the city's name  although technically it is a hyphen[citation needed]   this nickname is used by the local minor league baseball team  the Winston Salem Dash In 2012  the city was listed among the ten best places to retire in the United State by CBS MoneyWatch [6] Winston Salem has seen an explosion in growth and urbanization in the downtown area with hotels  entertainment  and apartments being constructed   In 2017  the New York Times and the Wall Street Journal ranked the city second in their lists of the most livable downtowns in America "
89,89,90,North Las Vegas, Nevada,245949,216961,98.0 sq mi,36°17′09″N 115°05′38″W﻿ / ﻿36.2857°N 115.0939°W﻿ / 36.2857; -115.0939﻿ ,http://www.CityOfNorthLasVegas.com,"89030–89033, 89036, 89081, 89084–89087",North Las Vegas  is a city in Clark County  Nevada  United States  in the Las Vegas Valley  As of the 2010 census it had a population of 216 961 [3] with an estimated population of 249 180 in 2017 [4] The city was incorporated on May 16  1946  It is in the Las Vegas MSA and is the fourth largest city in the state of Nevada Located in the southwestern United States in the Mojave Desert  North Las Vegas sits north and east of Las Vegas  According to the United States Census Bureau  North Las Vegas has a total area of 101 4 square miles  262 6 km2   of which 0 04 square miles  0 1 km2   or 0 04   is water [3] In the Las Vegas Valley  several mountain ranges are nearby 
90,90,91,Norfolk[m], Virginia,244076,242803,53.3 sq mi,36°55′23″N 76°14′41″W﻿ / ﻿36.9230°N 76.2446°W﻿ / 36.9230; -76.2446﻿ ,http://www.norfolk.gov/,0,Norfolk   ˈnɔːrfʊk  NOR fuuk  is an independent city in the Commonwealth of Virginia in the United States  At the 2010 census  the population was 242 803 [5] in 2017  the population was estimated to be 244 703[6] making it the second most populous city in Virginia after neighboring Virginia Beach Norfolk is located at the core of the Hampton Roads metropolitan area  named for the large natural harbor of the same name located at the mouth of Chesapeake Bay  It is one of nine cities and seven counties that constitute the Hampton Roads metro area  officially known as the Virginia Beach Norfolk Newport News  VA NC MSA  The city is bordered to the west by the Elizabeth River and to the north by the Chesapeake Bay  It also shares land borders with the independent cities of Chesapeake to its south and Virginia Beach to its east  Norfolk is one of the oldest cities in Hampton Roads  and is considered to be the historic  urban  financial  and cultural center of the region 
91,91,92,Chesapeake[m], Virginia,242634,222209,338.5 sq mi,36°40′46″N 76°18′06″W﻿ / ﻿36.6794°N 76.3018°W﻿ / 36.6794; -76.3018﻿ ,http://www.cityofchesapeake.net/,23320-23328,Chesapeake is an independent city in the Commonwealth of Virginia  As of the 2010 census  the population was 222 209 [5] in 2013  the population was estimated to be 232 977 [6] making it the third most populous city in Virginia Chesapeake is included in the Virginia Beach–Norfolk–Newport News  VA–NC MSA  One of the cities in the South Hampton Roads  Chesapeake was organized in 1963 by voter referendums approving the political consolidation of the city of South Norfolk with the remnants of the former Norfolk County  which dated to 1691   Much of the territory of the county had been annexed by other cities   Chesapeake is the second largest city by land area in the Commonwealth of Virginia  and the 17th largest in the United States Chesapeake is a diverse city in which a few urban areas are located  it also has many square miles of protected farmland  forests  and wetlands  including a substantial portion of the Great Dismal Swamp National Wildlife Refuge  Extending from the rural border with North Carolina to the harbor area of Hampton Roads adjacent to the cities of Norfolk  Portsmouth  Suffolk  and Virginia Beach  Chesapeake is located on the Atlantic Intracoastal Waterway  It has miles of waterfront industrial  commercial and residential property 
92,92,93,Garland, Texas,242507,226876,57.0 sq mi,32°54′35″N 96°37′49″W﻿ / ﻿32.9098°N 96.6303°W﻿ / 32.9098; -96.6303﻿ ,http://www.garlandtx.gov,75040-75049,"Garland is a city in the U S  state of Texas  It is located northeast of Dallas and is a part of the Dallas–Fort Worth metroplex  It is located almost entirely within Dallas County  except a small portion located in Collin and Rockwall counties [5][6] As of the 2010 census  the city had a population of 226 876  making it the 87th most populous city in the United States of America and the 12th most populous city in the state of Texas  In 2017  the population rose to 238 002  Garland is second only to the City of Dallas in Dallas County by population and has easy access to downtown Dallas via public transportation including two Dart Blue line stations and buses In 2008  Garland was ranked #67 on CNN and Money magazine's list of the ""Top 100 Places to Live"" [7] As of 2014 the city was considered the 6th ""Best City for Working Parents"" [8] In 2014 Garland was ranked the 7th best city for saving money  This ranked Garland 2nd best in Texas [9] In 2015  Garland was listed #17 overall and #5 best mid sized city to purchase a home for ""First Time Home Buyers"" [10] In 2015  Garland was labeled the 8th ""Best Run City in America"" [11] Move org rated Garland as the ""8th best city in America to raise a family"" [12] In 2017 Garland was named the ""2nd best City in Texas and 17th overall for jobs"" [13] Smartasset ranked Garland as the ""3rd best City for living the American Dream in 2017"" [14] In 2018  Garland will have the ""5th highest employment growth in the country"" [15]"
93,93,94,Irving, Texas,242242,216290,67.0 sq mi,32°51′28″N 96°58′12″W﻿ / ﻿32.8577°N 96.9700°W﻿ / 32.8577; -96.9700﻿ ,http://www.cityofirving.org/,75000–75099,Irving is a principal city in Dallas County in the U S  state of Texas and it is also an inner ring suburb of the city of Dallas  According to a 2017 estimate from the United States Census Bureau  the city population was 240 373[9] making it the thirteenth most populous city in Texas and 93rd most populous city in the U S  The city of Irving is part of the Dallas–Fort Worth metroplex Irving includes the Las Colinas community  one of the first master planned developments in the United States and once the largest mixed use development in the Southwest with a land area of more than 12 000 acres  4 856 ha   Las Colinas is home to the Mustangs at Las Colinas  which is the largest equine sculpture in the world  as well as many Fortune 500 companies  such as ExxonMobil  Kimberly Clark and Fluor Corporation  In April 2019  the Westin Irving Convention Center Hotel opened  signalling the completion of the city's special entertainment district that includes the Irving Convention Center at Las Colinas and the Toyota Music Factory [10]Part of Dallas Fort Worth International Airport lies inside the city limits of Irving 
94,94,95,Hialeah, Florida,238942,224669,21.5 sq mi,25°52′12″N 80°18′10″W﻿ / ﻿25.8699°N 80.3029°W﻿ / 25.8699; -80.3029﻿ ,http://www.hialeahfl.gov,"33002, 33010-33018",Hialeah    ˌhaɪəˈliːə   is a city in Miami Dade County  Florida  United States  With the population of 239 673 at the 2018 United States Census[5]  Hialeah is the sixth largest city in Florida  It is a principal city of the Miami metropolitan area  which was home to an estimated 6 012 331 people at the 2015 census  It is located west northwest of Miami  and is the only place in the county  other than Homestead  Florida  to have its own street grid numbered separately from the rest of the county  which is otherwise based on Miami Avenue at Flagler Street in downtown Miami  the county seat  Hialeah has the highest percentage of Cuban and Cuban American residents of any city in the United States  at 73 37  of the population  making them a typical and prominent feature of the city's culture  All Hispanics make up 94 7  of the city's population  the second highest percentage of a Hispanic population in a U S  city with over 100 000 citizens Hialeah also has one of the largest Spanish speaking communities in the country  In 2016  96 3  of residents reported speaking Spanish at home  and the language is an important part of daily life in the city 
95,95,96,Fremont, California,237807,214089,77.5 sq mi,37°29′40″N 121°56′28″W﻿ / ﻿37.4945°N 121.9412°W﻿ / 37.4945; -121.9412﻿ ,http://www.fremont.gov,0,Fremont   ˈfriːmɒnt  fur EEE maw tuh  is a city in Alameda County  California  United States  It was incorporated on January 23  1956  from the annexation of Centerville  Niles  Irvington  Mission San José  and Warm Springs [14] The city is named after John C  Frémont  an American explorer and former US Senator from California  Governor from Arizona  Major General in the Union Army  and the first Republican presidential candidate  in 1856 Located in the southeast San Francisco Bay Area and straddling both the East Bay and South Bay regions  Fremont has a rapidly growing population of around 230 000 [11] It is one of the largest cities by land area and the fourth most populous city in the San Francisco Bay Area  behind San Jose  San Francisco  and Oakland  It directly borders and is the closest East Bay city to Silicon Valley as formally defined  and is thus often associated with it  The city has an extensive and rapidly expanding base of both tech industry and workers The area consisting of Fremont and the cities of Newark and Union City  formed from the annexation of Alvarado and Decoto  is known collectively as the Tri City Area  different from the adjacent Tri Valley area encompassing Pleasanton  Dublin  and Livermore 
96,96,97,Boise[r], Idaho,228790,205671,82.1 sq mi,43°36′01″N 116°13′54″W﻿ / ﻿43.6002°N 116.2317°W﻿ / 43.6002; -116.2317﻿ ,http://www.cityofboise.org,83701–83799,Boise   ˈbɔɪsi   listen [4]  is the capital and most populous city of the U S  state of Idaho  and is the county seat of Ada County  Located on the Boise River in southwestern Idaho  the population of Boise at the 2010 Census was 205 671  the 99th largest in the United States  Its estimated population in 2016 was 223 154 [5]The Boise Nampa metropolitan area  also known as the Treasure Valley  includes five counties with a combined population of 709 845  the most populous metropolitan area in Idaho  It contains the state's three largest cities  Boise  Nampa  and Meridian  Boise is the 80th most populous metropolitan statistical area in the United States 
97,97,98,Richmond[m], Virginia,228783,204214,59.8 sq mi,37°31′53″N 77°28′34″W﻿ / ﻿37.5314°N 77.4760°W﻿ / 37.5314; -77.4760﻿ ,http://www.ci.richmond.va.us/,"23173, 23218–23242, 23249–23250, 23255, 23260–23261, 23269, 23273–23274, 23276, 23278–23279, 23282, 23284–23286, 23288–23295, 23297–23298",Richmond   ˈrɪtʃmənd   is the capital of the Commonwealth of Virginia in the United States  It is the center of the Richmond Metropolitan Statistical Area  MSA  and the Greater Richmond Region  Richmond was incorporated in 1742 and has been an independent city since 1871 As of the 2010 census  the city's population was 204 214 [6] in 2016  the population was estimated to be 223 170 [6] making Richmond the fourth most populous city in Virginia  The Richmond Metropolitan Area has a population of 1 260 029  the third most populous metro in the state 
98,98,99,Baton Rouge[s], Louisiana,221599,229493,85.9 sq mi,30°26′32″N 91°07′51″W﻿ / ﻿30.4422°N 91.1309°W﻿ / 30.4422; -91.1309﻿ ,http://www.brgov.com,0,Baton Rouge   ˌbætən ˈruːʒ  BAT ən ROOZH  from French  bâton rouge [bɑtɔ̃ ʁuʒ]  listen   meaning 'red stick'  is the capital of the U S  state of Louisiana  Located on the eastern bank of the Mississippi River  it is the parish seat of East Baton Rouge Parish  the most populous parish in Louisiana  It is the 99th most populous city in the United States  and second largest city in Louisiana after New Orleans  It is also the 16th most populous state capital  As of the U S  Census Bureau's July 2017 estimate  Baton Rouge had a population of 227 549  down from 229 493 at the 2010 census [6] Baton Rouge is the center of Greater Baton Rouge  the second largest metropolitan area in Louisiana  with a population of 834 159 as of 2017  up from 802 484 in 2010 and 829 719 in 2015 [7]The city of Baton Rouge is a major industrial  petrochemical  medical  research  motion picture [8] and growing technology[9] center of the American South  It is the location of Louisiana State University  the LSU System's flagship university and the largest institution of higher education in the state [10] It is also the location of Southern University  the flagship institution of the Southern University System  the only historically black college system in the nation  The Port of Greater Baton Rouge is the 10th largest in the United States in terms of tonnage shipped  and is the farthest upstream Mississippi River port capable of handling Panamax ships [11][12]
99,99,100,Spokane, Washington,219190,208916,68.7 sq mi,47°40′01″N 117°26′00″W﻿ / ﻿47.6669°N 117.4333°W﻿ / 47.6669; -117.4333﻿ ,http://www.spokanecity.org,"
Zip codes[5]
99201, 99202, 99203, 99204, 99205, 99206, 99207, 99208, 99209 (PO BOX), 99210 (PO BOX), 99211 (PO BOX), 99212, 99213 (PO BOX), 99214 (PO BOX), 99215 (PO BOX), 99216, 99217, 99218, 99219 (PO BOX), 99220 (PO BOX), 99223, 99224, 99228 (PO BOX), 99251, 99252, 99256, 99258, 99260, 99299
","Spokane   ˌspoʊˈkæn   listen  spoh KAN [7] is a city in Spokane County in the state of Washington in the northwestern United States  It is located on the Spokane River west of the Rocky Mountain foothills in eastern Washington  92 miles  148 km  south of the Canada–US border  18 miles  30 km  from the Washington–Idaho border  and 228 miles  367 km  east of Seattle along Interstate 90 Known as the birthplace of Father's Day  Spokane's official nickname is the ""Lilac City""  A pink  double flower lilac variety known as Syringa vulgaris is named for the city [8] It is the seat of Spokane County and the economic and cultural center of the Spokane Metropolitan Area  the Spokane–Coeur d'Alene combined statistical area  and the Inland Northwest  The city  along with the whole Inland Northwest  is served by Spokane International Airport  5 miles  8 km  west of downtown Spokane  According to the 2010 Census  Spokane had a population of 208 916  making it the second largest city in Washington  and the 101st largest city in the United States "
100,100,101,Des Moines, Iowa,216853,203433,88.9 sq mi,41°34′21″N 93°36′37″W﻿ / ﻿41.5726°N 93.6102°W﻿ / 41.5726; -93.6102﻿ ,http://www.dmgov.org/,50301-50340-50310,"Des Moines   dɪˈmɔɪn   listen   is the capital and the most populous city in the U S  state of Iowa  It is also the county seat of Polk County  A small part of the city extends into Warren County [7] It was incorporated on September 22  1851  as Fort Des Moines  which was shortened to ""Des Moines"" in 1857 [8] It is on and named after the Des Moines River  which likely was adapted from the early French name  Rivière des Moines  meaning ""River of the Monks""  The city's population was 217 521 as of the 2017 population estimate [9] The five county metropolitan area is ranked 89th in terms of population in the United States with 634 725 residents according to the 2016 estimate by the United States Census Bureau  and is the second largest metropolitan area in the state after that of Omaha  Nebraska  which includes three counties in southwest Iowa [10]Des Moines is a major center of the U S  insurance industry  and has a sizable financial services and publishing business base  The city was credited as the ""number one spot for U S  insurance companies"" in a Business Wire article and named the third largest ""insurance capital"" of the world  The city is the headquarters for the Principal Financial Group  the Meredith Corporation  Ruan Transportation  EMC Insurance Companies  and Wellmark Blue Cross Blue Shield  Other major corporations such as Wells Fargo  Voya Financial  Nationwide Mutual Insurance Company  ACE Limited  Marsh  Monsanto  and DuPont Pioneer have large operations in or near the metropolitan area  In recent years  Microsoft  Hewlett Packard  and Facebook[11][12] have built data processing and logistical facilities in the Des Moines area  Forbes ranked Des Moines as the ""Best Place for Business"" in both 2010 and 2013 [13] In 2014  NBC ranked Des Moines as the ""Wealthiest City in America"" according to its criteria [14]"
101,101,102,Tacoma, Washington,216279,198397,49.7 sq mi,47°15′08″N 122°27′35″W﻿ / ﻿47.2522°N 122.4598°W﻿ / 47.2522; -122.4598﻿ ,http://www.cityoftacoma.org/,"
Zip codes[4]
98001, 98002, 98071, 98092, 98401–98409, 98411–98413, 98415, 98416, 98418, 98421, 98422, 98424, 98430, 98431, 98433, 98438, 98439, 98442–98447, 98450, 98455, 98460, 98464, 98465, 98466, 98467, 98471, 98477, 98481, 98492, 98493, 98497–98499
","Tacoma   təˈkoʊmə  tə KOH mə  is a mid sized urban port city and the county seat of Pierce County  Washington  United States [6] The city is on Washington's Puget Sound  32 miles  51 km  southwest of Seattle  of which it is the largest satellite city   31 miles  50 km  northeast of the state capital  Olympia  and 58 miles  93 km  northwest of Mount Rainier National Park  The population was 198 397  according to the 2010 census [7]  Tacoma is the second largest city in the Puget Sound area and the third largest in the state  Tacoma also serves as the center of business activity for the South Sound region  which has a population of around 1 million Tacoma adopted its name after the nearby Mount Rainier  originally called Takhoma or Tahoma  It is locally known as the ""City of Destiny"" because the area was chosen to be the western terminus of the Northern Pacific Railroad in the late 19th century  The decision of the railroad was influenced by Tacoma's neighboring deep water harbor  Commencement Bay  By connecting the bay with the railroad  Tacoma's motto became ""When rails meet sails""  Commencement Bay serves the Port of Tacoma  a center of international trade on the Pacific Coast and Washington State's largest port Like most central cities  Tacoma suffered a prolonged decline in the mid 20th century as a result of suburbanization and divestment  Since the 1990s  developments in the downtown core include the University of Washington Tacoma  Tacoma Link  the first modern electric light rail service in the state  the state's highest density of art and history museums  and a restored urban waterfront  the Thea Foss Waterway   Neighborhoods such as the 6th Avenue District have been revitalized  With over  1 billion having been invested in downtown Tacoma alone  private investment has surpassed public investment by a ratio of almost 4:1 [8]"
